,w_init,trajectory,loss
0,-1.9540269270377653,"[-0.663823962379408, -0.7572083766474778, -0.9248602325215518, -1.2644884191075771, -1.9540269270377653]","[68.70213445729601, 48.65372438473798, 44.04849755038793, 29.384259718698615]"
1,1.7653984382694201,"[1.7625959475372648, 1.7627701816839654, 1.7616227593886324, 1.7628127100576052, 1.7653984382694201]","[1.2312608375364555, 1.1070427494763224, 0.870637977691297, 0.606467156000809]"
2,-1.3080852257098942e+191,"[-3.999085001461241, 70.65842107681985, -78195749.16446444, 2.5111974306105327e+38, -1.3080852257098942e+191]","[4681.123999070235, 91251851567.59889, 3.2727494315531194e+47, 5.4747670963704745e+230]"
3,0.7096243737995698,"[-1.5813394189452818, -2.1737785541490497, -0.017440767444189324, 0.5388822852525914, 0.7096243737995698]","[9.101038335538298, 34.36338498649241, 51.790682349501964, 8.443611710185987]"
4,-1.8346382377110336e+92,"[-2.8259528734630956, 11.595983104860496, -9038.063478772767, 4.75859563146693e+18, -1.8346382377110336e+92]","[510.4599128707876, 1622830.047628335, 7.168557171323502e+23, 1.455050250548985e+112]"
5,-2.650010118272397e+130,"[-3.2612912418496176, 21.4786281600435, -305863.01272942516, 2.1163974394058847e+26, -2.650010118272397e+130]","[1146.4654247155074, 105775106.51500352, 1.0788816112801007e+33, 9.347457714518978e+157]"
6,-3.4122907049776456e+48,"[-2.5099183089786328, 6.183445858548015, -165.74712289577832, 7411954061.061924, -3.4122907049776456e+48]","[233.08865851301886, 14785.48187830258, 20547133538769.918, 4.21529032437259e+59]"
7,0.3230197540286908,"[-1.235514183655618, -2.118307054360003, -0.28658228172005934, -0.01052082034335519, 0.3230197540286908]","[40.948071146206985, 27.09104150059459, 48.11189914850782, 34.76264073809148]"
8,0.30243860232157244,"[-0.8258602061546405, -1.2076965357637903, -1.624371867711614, -2.0978561081985045, 0.30243860232157244]","[75.61047221949245, 20.56141654437416, 5.676562827479432, 33.68759968647055]"
9,1.2559111916278631,"[0.31053387202685556, 0.7185294077171783, 1.0069888230242763, 1.1893865795979615, 1.2559111916278631]","[23.72923993034756, 12.073963768990449, 4.885952388062539, 3.2151657392933024]"
10,-1.6698965997588697,"[-0.6464438847736416, -0.6883156067187753, -0.8045425484985723, -1.0698248438740205, -1.6698965997588697]","[43.40074273866051, 62.3120066489479, 57.561817641852485, 45.99904986602222]"
11,1.537016332254678,"[1.481756003174076, 1.5097727199785616, 1.5196287972691753, 1.526521742251745, 1.537016332254678]","[1.6350353922907521, 0.8070145462551916, 1.0144357193422886, 1.213173526755754]"
12,1.10984219306383,"[-2.3643820021478605, 3.1073647217178295, 0.2903547039923232, 0.6280000557919067, 1.10984219306383]","[123.53555809061906, 82.22730312947384, 21.146998165992635, 21.122560328233547]"
13,1.4650683905571507,"[3.0249394911275633, 1.3751714698761046, 1.4429025554415091, 1.44574185153312, 1.4650683905571507]","[46.54807171341592, 2.29454911840475, 0.7369113661590051, 1.3895750380187155]"
14,-8.094226912772464e+187,"[-3.7808992544165907, 64.46170063179126, -59883430.223400705, 7.380706153537931e+37, -8.094226912772464e+187]","[3947.5049009388003, 63693517346.232, 7.366366772887269e+46, 9.956851730538674e+226]"
15,1.4809608664203537,"[1.3637400814272178, 1.3981785234666018, 1.4479081245278935, 1.4542347452591609, 1.4809608664203537]","[1.42916326349908, 1.6488947349687242, 1.3267088074863713, 0.5987856553665066]"
16,-1.9487680091964412,"[-0.6615615810629842, -0.7466780353067555, -0.8892194439682705, -1.2351406683440276, -1.9487680091964412]","[65.75108970183028, 44.67189504558525, 51.19976236015212, 31.78079827620682]"
17,1.2966421275475535,"[0.46951862756601326, 1.0195665082456569, 1.1626746976907643, 1.233975162662892, 1.2966421275475535]","[26.847346950829213, 4.131286394904051, 2.4644186437235693, 2.7679448176217876]"
18,-7.222886716724854e+90,"[-2.87690449123813, 10.710570248453736, -8582.355979266882, 2.303112289879047e+18, -7.222886716724854e+90]","[498.31450013130626, 1411431.3124450718, 3.294585104403807e+23, 2.7725198609488544e+110]"
19,2.127433806076508,"[-2.4151880873209697, 2.380956806785879, 2.1742916084198716, 2.1134209742805097, 2.127433806076508]","[115.64718661765633, 3.816225330392903, 1.7528658460855053, 0.6016018015178612]"
20,2.0767891766062525,"[2.4059565494042934, 2.2413799636917546, 2.1817602034564203, 2.122019847315185, 2.0767891766062525]","[2.795926978294526, 1.7096203087088162, 2.1910495359802367, 0.9331748940475204]"
21,2.6936274544551485e+73,"[3.74609260575518, -7.383318965014693, 1569.022444197352, -838935584354070.4, 2.6936274544551485e+73]","[456.8468346768328, 198525.48606269344, 2.1930064341659402e+19, 3.7662998708924973e+89]"
22,1.5437821981899937,"[-1.4926065747260573, -2.3710641930438094, 1.5056193058757152, 1.5248940520905023, 1.5437821981899937]","[18.065704969075647, 89.30751505532095, 1.0593797293521952, 0.7465842300330452]"
23,1.5656594415791185,"[1.5385809253545126, 1.5571523846992843, 1.5591250790469633, 1.5708257973963713, 1.5656594415791185]","[1.5489948256707953, 0.9649557152327133, 0.973352948135402, 0.5199105746249593]"
24,1.3634447940795156,"[3.0111132183683065, 1.1066346357374652, 1.2011873313765997, 1.317056314926136, 1.3634447940795156]","[52.30702939713829, 2.7645335987201847, 2.9587167475585856, 1.616359381269303]"
25,-2.0545891922172976,"[3.1568533080307786, -1.244594885781569, -1.907121512937416, -1.5654824020246496, -2.0545891922172976]","[134.11999004773443, 30.053835848546484, 2.567520960492504, 7.483910846211704]"
26,-1.498484104273147e+166,"[-3.3196463090417767, 47.52890723230716, -8250423.186195506, 3.123047940065794e+33, -1.498484104273147e+166]","[2412.357100960341, 6444877460.513632, 4.294411501691102e+41, 7.799729491785977e+200]"
27,-1.1922167996717148e+174,"[-3.687561734136941, 45.47910966823932, -18300976.69711433, 1.1729150762411744e+35, -1.1922167996717148e+174]","[2742.438845026985, 13669857521.382763, 3.5775820302887787e+43, 2.3306150974715976e+210]"
28,-2.901638997522279e+76,"[-2.641356643483449, 8.4086787677544, -2457.788158197237, 3341258161785422.0, -2.901638997522279e+76]","[336.7459970219037, 307939.89862654294, 1.3690175970625996e+20, 1.615854163837697e+93]"
29,1.3665795782777004,"[3.025140027435305, 1.1307188520224898, 1.2696937778691921, 1.3243697889303676, 1.3665795782777004]","[53.09505351159239, 3.752994785690251, 1.767772337333388, 1.659076722353036]"
30,-5.777516756047367e+144,"[-3.2132253293355992, 29.5650253994504, -1148378.9602829188, 1.5245249168216771e+29, -5.777516756047367e+144]","[1478.49905237183, 552567723.3256214, 2.9178887560270125e+36, 1.4679947086581594e+175]"
31,-1.1999521753896356,"[-0.6311389999595827, -0.6707897821605017, -0.7666866266683409, -0.9377173049736758, -1.1999521753896356]","[60.51607104934628, 64.60670117336555, 45.94077638457761, 36.99598452049294]"
32,2.3386500994969238e+32,"[3.6631162412040155, -3.3895623181211505, 36.077940634170915, -4772849.581113402, 2.3386500994969238e+32]","[281.8202114096776, 1950.7358059991618, 2815964486.8704104, 1.8603377584905597e+40]"
33,1.395485109276596,"[0.2653222797841366, 0.6754450760269763, 0.8281551042285011, 1.1118557288226685, 1.395485109276596]","[25.078878809236024, 7.076116751663037, 9.230833939594016, 8.08589051118678]"
34,1.5635580738501937,"[1.5350169116037868, 1.5407610871825623, 1.5551654258019263, 1.5696288701627867, 1.5635580738501937]","[1.0495528432717276, 0.9661895427024738, 1.4204786490676387, 0.6915706263721577]"
35,1.379761916727637,"[-1.4758749519514964, -2.2964022405804876, 1.3239104905839083, 1.3837358281604697, 1.379761916727637]","[16.812430216370227, 71.62056285901913, 2.074434577598322, 0.8812924402506435]"
36,1.5537629166538638,"[1.4920074214526693, 1.494430685659953, 1.5184254188995214, 1.5310624819974858, 1.5537629166538638]","[0.8003198643442213, 1.7520237437596597, 0.7901587142988072, 1.4108025081584856]"
37,1.9288570936616243,"[2.6770053751789833, 1.940782078778406, 1.9430582429304388, 1.9371328159722898, 1.9288570936616243]","[15.769677244834304, 1.3667333104242745, 0.8777683622325196, 1.133665087116561]"
38,-5.869244816526382e+186,"[-3.8536937812464656, 58.350772005902755, -56598202.94781642, 4.267164397915375e+37, -5.869244816526382e+186]","[3703.4629717925877, 54430436963.44968, 4.0252306527534946e+46, 4.174172087288456e+225]"
39,1.965851776024351,"[2.0011545195597398, 2.000051321792952, 1.9997167354847654, 1.9847972862604377, 1.965851776024351]","[0.8147317228078179, 0.8369397736640908, 1.4379555413398928, 1.3520527128926452]"
40,1.0036985110605916e+109,"[3.9108887112519577, -15.113479731618424, 42855.17316290274, -1.0001819884981932e+22, 1.0036985110605916e+109]","[848.1413495899438, 11085801.50683008, 7.143728689183153e+27, 1.6731352877420972e+132]"
41,1.962260415753383,"[1.9853252350387152, 1.9787952719005957, 1.973732097826546, 1.9706745892363922, 1.962260415753383]","[1.2101925733712744, 0.9370231105088849, 1.287098861115631, 0.21981197773600666]"
42,-0.03584618888062074,"[-1.7564480634847586, -1.866694176026989, -1.698279829789815, -1.9814450737590503, -0.03584618888062074]","[1.304692014664197, 1.2071278092079498, 2.4000122080233983, 17.0731751559264]"
43,2.1157090415375355,"[2.314234627611908, 2.1953806701009064, 2.139782490440965, 2.0924908158993, 2.1157090415375355]","[2.3258654912336056, 1.5388471467509144, 1.670847278802616, 0.8291013570057629]"
44,-1.2756395626038333e+147,"[-3.174191947378864, 30.65653246901054, -1458242.8912417914, 5.163791422203489e+29, -1.2756395626038333e+147]","[1505.8071530320053, 728276045.2334265, 1.2550108719247056e+37, 1.0978561051995139e+178]"
45,1.0145005423383038,"[-0.4168517905927587, -0.27491511304359867, 0.0653290099530613, 0.5197702401597452, 1.0145005423383038]","[38.86644096621956, 57.01028506172003, 40.361430878047834, 21.329379157840116]"
46,1462256663.9416943,"[3.2687640247447645, -2.58617667177631, 5.819642046720178, -105.93554874400718, 1462256663.9416943]","[192.32569510734115, 244.5905197047333, 8882.910884683977, 2595705969858.252]"
47,1.0935413197958477,"[-1.651086813010564, -2.240653588062504, 0.7278050676842367, 0.9610179784165762, 1.0935413197958477]","[6.295769926062328, 53.25436879596252, 8.660081404045583, 4.742468009900846]"
48,0.6997646630449953,"[-1.69779729130921, -2.1714945241020045, -0.1571570804520909, 0.18191705206891862, 0.6997646630449953]","[4.049951364920738, 31.96037872027896, 40.678351071974, 33.93329700353851]"
49,-1.1285141226373138e+108,"[-2.9597714230537786, 15.260579681773446, -39424.47899162897, 6.264651998981638e+21, -1.1285141226373138e+108]","[702.413859798416, 9517648.647445384, 4.1164066576211955e+27, 1.1782913757098092e+131]"
50,-2.724664935660432e+201,"[-3.8450643370376234, 79.5243380945511, -220363355.0912889, 3.917736906052575e+40, -2.724664935660432e+201]","[4948.374577787607, 289735399858.8255, 1.4388760855555884e+50, 1.7790867291773734e+243]"
51,1.50401573801215,"[1.4306842635191277, 1.4520405362179007, 1.4869685497253748, 1.4979216752880526, 1.50401573801215]","[1.1635914086246086, 1.4130301068927609, 1.0605906438272619, 1.4510612666122793]"
52,1.1297017702386707,"[-2.3069750719995277, 3.0479703404674634, 0.8312075865620115, 1.0149765356900795, 1.1297017702386707]","[109.07052760782966, 63.53355553376424, 6.556916957694717, 3.507888806677779]"
53,-2.3649419901495956,"[-1.8756267250221903, -1.674743701104701, -1.9164207925281964, -1.2378528923334264, -2.3649419901495956]","[1.2386510790339513, 2.7004333770080904, 4.525143213942912, 51.227577505159175]"
54,1.2044504533972384,"[-0.06741472575729368, 0.45237485889032647, 0.6985812854855881, 1.0585379715808947, 1.2044504533972384]","[52.322704605507276, 12.110504024871947, 14.78887409837328, 5.558506458249172]"
55,-4.0744761989947625e+176,"[-3.573099639063357, 49.733148594881285, -23020702.547642443, 3.440551522286316e+35, -4.0744761989947625e+176]","[2853.5455993233522, 18829445596.89947, 1.3200652543120361e+44, 2.3364075481617986e+213]"
56,1.3500801109872365,"[0.5929408439361046, 0.8327752381184182, 1.0464249179985952, 1.2106429295621997, 1.3500801109872365]","[11.191239241809786, 6.800577835289608, 5.037332966523651, 3.362759683221306]"
57,-1.5443522999259123e+95,"[-2.826171400753519, 11.524291732566232, -12782.305238211055, 2.4188630300927136e+19, -1.5443522999259123e+95]","[507.758530526057, 2278958.5118443915, 5.153349392144191e+24, 6.225961139549072e+115]"
58,1.3483276663788912,"[0.714444295226274, 1.0105715967730955, 1.133784955756721, 1.272811127453947, 1.3483276663788912]","[10.870562725675398, 3.5858462044260664, 3.459306257396697, 3.768480103146646]"
59,1.6172264348519592,"[1.5980668801674494, 1.6033895940892338, 1.6086529507410599, 1.6147812750772723, 1.6172264348519592]","[1.0806573496442935, 1.219190900128387, 0.9414676464064621, 0.8361820554983183]"
60,-1.0675538567301293e+134,"[-3.1813245693773933, 23.15982982447114, -448026.2662623434, 1.0093074411869578e+27, -1.0675538567301293e+134]","[1174.2785345347659, 167558173.6008868, 7.536614166062819e+33, 1.795816752442591e+162]"
61,-1.9022097676272236,"[-0.6875520974434535, -0.7740954131405418, -1.0150080401331123, -1.5901854255708407, -1.9022097676272236]","[46.850365097003404, 62.95953263702031, 51.86789703019829, 5.026855366810475]"
62,1.5714377488850417,"[1.5552012618219608, 1.5572802589038544, 1.5735862301441539, 1.5883451005435372, 1.5714377488850417]","[0.821365893854357, 1.3545032699123065, 1.0581200482763355, 1.159990999021408]"
63,-2.5728521595266063,"[-0.6865658437847788, -0.7908888446505238, -1.0074899643124808, -1.4154144595814204, -2.5728521595266063]","[57.90599420520936, 49.47336343007211, 38.564447751041605, 31.1076502463493]"
64,-2.9885288437700587e+165,"[-3.6003723284313027, 38.849660362309315, -8282654.992295643, 2.2257014006920371e+33, -2.9885288437700587e+165]","[2282.870146228856, 5270094308.065662, 3.0724530255368956e+41, 1.1085954722645955e+200]"
65,1.3020698194995775,"[0.2871712473240926, 0.7516140973513988, 1.083249229318014, 1.161562320196619, 1.3020698194995775]","[29.220157014945343, 11.608349577626324, 2.515983162820818, 4.689093706522572]"
66,1.4675973359210583,"[1.3103571617583105, 1.3699891753914313, 1.4041609726343711, 1.4256755585255327, 1.4675973359210583]","[1.292322548292713, 1.9897291681403322, 1.166026403051482, 1.802570161909678]"
67,1.421584420861344,"[0.1191128964664685, 0.5154895778866103, 0.7528905782664136, 1.0262687832509834, 1.421584420861344]","[29.84712621999215, 11.15213354393242, 11.088965389822281, 10.001622669907107]"
68,5.878570544166431e+76,"[3.5567580479265066, -7.527203108195661, 2511.3498297548813, -4118101044927820.5, 5.878570544166431e+76]","[423.0248420396508, 323692.884607949, 1.7232527959634248e+20, 4.0347579167689483e+93]"
69,1.3635688423470667,"[0.6924403240159434, 1.1066789763290155, 1.1857919517976139, 1.2381863620824287, 1.3635688423470667]","[17.09246625082887, 2.592824941696117, 1.4565331129596857, 2.6850188869159197]"
70,1.1736254267651984,"[3.227215322303068, 0.1853109431390308, 0.674950421701687, 1.022456973236865, 1.1736254267651984]","[97.2424593698827, 34.5503314955963, 13.442226403441248, 4.8412202878349]"
71,-2.7927560410159034e+112,"[-2.9002023668301, 16.518848706325375, -59211.22872131354, 5.540767563133592e+22, -2.7927560410159034e+112]","[729.0160286899813, 15548329.249968916, 5.4679829943895565e+28, 2.5790020139677177e+136]"
72,-1.175420022173345e+77,"[-2.8857892219939316, 8.223187692940142, -2338.938774943665, 5028287518713628.0, -1.175420022173345e+77]","[417.9025134822993, 285630.99429515185, 1.9606445714153318e+20, 9.850583044567208e+93]"
73,2.095263991367686,"[2.4591303096761905, 2.2010821430126875, 2.159706621178877, 2.109464091033078, 2.095263991367686]","[4.742267018691818, 1.5544741657613674, 1.771981608400843, 1.0014190944608061]"
74,-1.866191629488695,"[-0.8185853041157314, -1.211150833125746, -1.8156414921465704, -1.7335208675339084, -1.866191629488695]","[79.59692677738806, 31.026176724404902, 0.9231508845818459, 1.7224606341980437]"
75,-7.886536198539602e+97,"[-2.677166423064538, 12.22159394398646, -19159.632797905608, 7.20502716295968e+19, -7.886536198539602e+97]","[468.62878244247565, 3642151.2181027294, 2.3008332779080724e+25, 9.470451255357102e+118]"
76,-1.916483292968112,"[3.420068643168271, -1.1297627141172288, -1.8137613820048952, -1.733145385728878, -1.916483292968112]","[160.93405839623887, 44.27073698963203, 1.1997111209328535, 1.3314721248054417]"
77,-0.9726587944495249,"[-1.2178731220359476, -1.8402260832842237, -1.6932812303700697, -2.075925685428333, -0.9726587944495249]","[30.121726317189587, 1.5371376606446887, 3.1995961056944693, 14.339968747418615]"
78,1.9817881160341941,"[2.0064968250892443, 2.000664743795949, 1.9913195997019018, 1.9844326878201552, 1.9817881160341941]","[1.185206931599353, 1.3659254499193874, 0.6821708122278599, 0.9413855080765648]"
79,1.8070788385290595,"[1.8079838828036117, 1.807884368737802, 1.807858402542356, 1.8081119068057971, 1.8070788385290595]","[0.7739005679664149, 0.8842023921134499, 0.8324104120553354, 2.756047344721691]"
80,1.3988082928815173,"[3.0664487296464786, 1.2010050104842716, 1.3195454306306045, 1.3737858616741676, 1.3988082928815173]","[50.70839331047317, 3.6197748044443134, 2.0509533609972808, 0.8779696259609672]"
81,1.3780083956627516,"[0.9893776564448711, 1.170052503607203, 1.2640399425323972, 1.3060452502546827, 1.3780083956627516]","[5.7149912000641, 2.521667641393341, 1.8776654982260026, 1.8098079019392614]"
82,1.9849261268832943,"[2.0075394722186974, 2.004853485348819, 1.9930805599677592, 1.9835882169954981, 1.9849261268832943]","[0.9915073860038758, 1.3352679940564125, 1.0627224151833172, 0.4875292852931751]"
83,-1.489603357110993,"[-1.2088132641772598, -1.9905409014444977, -0.8619499907814057, -1.1205892080635231, -1.489603357110993]","[39.148591530744895, 10.476742631999002, 42.15326852133409, 27.272882455245707]"
84,-0.27828371223090526,"[-1.8405768658797914, -1.8074519191582963, -1.7167553242002687, -1.9685922394890696, -0.27828371223090526]","[1.138779490924351, 1.0541283930293013, 1.935326810409044, 15.178788571971335]"
85,1.4264590047495882,"[3.1670897455685347, 1.1224150313700312, 1.270928455487015, 1.3298052668760458, 1.4264590047495882]","[59.939194302164424, 4.299217374906553, 1.3251596684286122, 3.8943170961172604]"
86,-0.21074496583650837,"[-0.5752704810296407, -0.5552435196028392, -0.5141220223419147, -0.36718216738225595, -0.21074496583650837]","[40.415485460919726, 46.51727590340654, 87.04481780225139, 33.8534083922171]"
87,1.113659107594422e+63,"[3.7187203771870845, -5.924665052055273, 608.2388403546931, -6572543013044.028, 1.113659107594422e+63]","[398.4264909598967, 61289.751491257135, 6.656168874064105e+16, 1.2199287310888724e+77]"
88,1.4641425052725507,"[1.3075319825475846, 1.3634577454461227, 1.3770284360160496, 1.42823972885627, 1.4641425052725507]","[1.637056472722359, 0.949124537267137, 1.9779628104092803, 1.6277543154945835]"
89,1.3655271998021103,"[0.9735657616729743, 1.087470561287363, 1.2928955825245392, 1.3368175403372575, 1.3655271998021103]","[3.4918863211164313, 5.474974429455638, 2.1193638029958692, 0.5102727952668802]"
90,-4.528146805221245e+114,"[-3.0820322163729985, 15.99817939510202, -73679.46894951804, 1.6529220972015443e+23, -4.528146805221245e+114]","[802.6532044322266, 18699793.288885366, 2.0297902337563564e+29, 1.2474456522871286e+139]"
91,2.3205390820295397,"[3.59591406965657, -1.9027393716054637, -1.4514805945425815, -2.449459666210157, 2.3205390820295397]","[211.19789983104863, 3.119294357137475, 23.743926878203858, 119.00315934266737]"
92,0.9106248086058586,"[-0.4007029321604758, -0.2556559583349356, 0.22918746734534823, 0.5800517181286542, 0.9106248086058586]","[38.25029789562957, 76.04691938190503, 23.724979419974456, 15.68772034533811]"
93,1.2757208609247652,"[0.6271169150970541, 1.039612412792438, 1.1736497302334234, 1.2618115830460868, 1.2757208609247652]","[17.77108503511475, 3.9831908411166683, 2.8591673797324284, 0.6062310784078644]"
94,-1.722747415812968,"[-0.7349055779097506, -0.8984840085455587, -1.1999421632329457, -1.83583135057647, -1.722747415812968]","[56.06252119975129, 41.97745714041379, 32.729922920241776, 0.7404655345598494]"
95,-1.9862503884866212,"[-2.1037841580557783, -0.7746487755275512, -1.0176272809428317, -1.6744701998691238, -1.9862503884866212]","[20.121239162555874, 65.0128788045882, 59.585829727959705, 3.8107102896402565]"
96,-1.1696946375253905,"[3.2270361644980303, -1.0751073632594608, -1.6923502567772148, -1.916301807057895, -1.1696946375253905]","[137.365835704958, 47.250201856199745, 2.242849388750516, 5.281212244508153]"
97,1.2824403208549424,"[0.5894358933782868, 0.9002291861708196, 1.1484839574722, 1.2431438377340038, 1.2824403208549424]","[14.378065563421782, 7.819548964259684, 2.6293346785573677, 1.8028764810769]"
98,-4.901575599032815e+177,"[-3.9770373837507282, 50.49811957415953, -23117352.304810144, 5.6582145448326725e+35, -4.901575599032815e+177]","[3398.037664645973, 19203547270.64421, 2.1800490407337645e+44, 4.622361057840732e+214]"
99,1.3676532503140506,"[0.937159308965791, 1.2041633580435487, 1.2606006798105296, 1.305646385720599, 1.3676532503140506]","[8.471580014464559, 2.2615725241106954, 1.4183009521781016, 1.4297055628918727]"
